郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),,當月：104年12月，當年累計：104年1~12月
201,信義區,18綜合＆電力小計　　　　,**,"20,968","4,514,131","61,655,884",,
201,信義區,19電燈＆綜合＆電力小計　,**,"22,979","5,697,397","170,262,655",,
201,信義區,20臨時電燈　　　　　　　,10,0,0,"58,614",,
201,信義區,21臨時電力　　　　　　　,＊,257,"83,492","949,687",,
201,信義區,22臨時用電小計　　　　　,**,257,"83,492","1,008,301",,
201,信義區,23總計（含臨時用電）　　,**,"22,979","5,780,889","171,270,956",,
201,信義區,24表燈合計　　　　　　　,**,"2,011","1,183,266","108,665,385",,
201,信義區,25綜合＆電力合計　　　　,**,"20,968","4,597,623","62,605,571",,
202,中正區,1表燈非營業用　　　　,"30,933",227,"83,722","99,957,558",,
202,中正區,2表燈營業用　　　　　　,"2,083","3,069","881,327","29,212,601",,
202,中正區,3表燈小計　　　　　　　,**,"3,296","965,049","129,170,159",,
202,中正區,4低壓綜合裝置非營業用　,＊,43,"5,160","67,086",,
202,中正區,5低壓綜合需量非營業用　,205,"8,762","1,156,809","15,359,208",,
202,中正區,6低壓綜合非營業用電小計,**,"8,805","1,161,969","15,426,294",,
202,中正區,7低壓綜合裝置營業用　　,＊,0,0,0,,
202,中正區,8低壓綜合需量營業用　　,119,"4,169","920,057","12,065,143",,
202,中正區,9低壓綜合營業用電小計　,**,"4,169","920,057","12,065,143",,
202,中正區,10低壓綜合用電小計　　　,**,"12,974","2,082,026","27,491,437",,
202,中正區,11低壓裝置電力　　　　　,40,436,"51,680","643,887",,
202,中正區,12低壓需量電力　　　　　,35,"1,364","298,248","3,545,531",,
202,中正區,13低壓電力小計　　　　　,**,"1,800","349,928","4,189,418",,
202,中正區,14高壓電力　　　　　　　,40,"22,015","5,801,324","76,599,460",,
202,中正區,15特高壓電力　　　　　　,＊,"7,000","1,777,200","19,958,794",,
202,中正區,16高＆特高壓電力小計　　,**,"29,015","7,578,524","96,558,254",,
202,中正區,17電力小計　　　　　　　,**,"30,815","7,928,452","100,747,672",,
202,中正區,18綜合＆電力小計　　　　,**,"43,789","10,010,478","128,239,109",,
202,中正區,19電燈＆綜合＆電力小計　,**,"47,085","10,975,527","257,409,268",,
202,中正區,20臨時電燈　　　　　　　,10,0,0,"242,898",,
202,中正區,21臨時電力　　　　　　　,7,404,"44,600","447,800",,
202,中正區,22臨時用電小計　　　　　,**,404,"44,600","690,698",,
202,中正區,23總計（含臨時用電）　　,**,"47,085","11,020,127","258,099,966",,
202,中正區,24表燈合計　　　　　　　,**,"3,296","965,049","129,413,057",,
202,中正區,25綜合＆電力合計　　　　,**,"43,789","10,055,078","128,686,909",,
203,中山區,1表燈非營業用　　　　,"21,842",72,"10,183,799","75,270,944",,
203,中山區,2表燈營業用　　　　　　,"1,069","1,183","1,706,832","13,699,791",,
203,中山區,3表燈小計　　　　　　　,**,"1,255","11,890,631","88,970,735",,
203,中山區,4低壓綜合裝置非營業用　,＊,0,0,0,,
203,中山區,5低壓綜合需量非營業用　,70,"2,249","264,676","3,548,563",,
203,中山區,6低壓綜合非營業用電小計,**,"2,249","264,676","3,548,563",,
203,中山區,7低壓綜合裝置營業用　　,＊,0,0,0,,
203,中山區,8低壓綜合需量營業用　　,40,"1,358","309,536","3,976,416",,
203,中山區,9低壓綜合營業用電小計　,**,"1,358","309,536","3,976,416",,
203,中山區,10低壓綜合用電小計　　　,**,"3,607","574,212","7,524,979",,
203,中山區,11低壓裝置電力　　　　　,17,226,"60,506","752,663",,
203,中山區,12低壓需量電力　　　　　,14,402,"88,655","1,099,779",,
203,中山區,13低壓電力小計　　　　　,**,628,"149,161","1,852,442",,
203,中山區,14高壓電力　　　　　　　,31,"17,378","2,943,572","37,067,477",,
203,中山區,15特高壓電力　　　　　　,＊,0,0,0,,
203,中山區,16高＆特高壓電力小計　　,**,"17,378","2,943,572","37,067,477",,
203,中山區,17電力小計　　　　　　　,**,"18,006","3,092,733","38,919,919",,
203,中山區,18綜合＆電力小計　　　　,**,"21,613","3,666,945","46,444,898",,
203,中山區,19電燈＆綜合＆電力小計　,**,"22,868","15,557,576","135,415,633",,
203,中山區,20臨時電燈　　　　　　　,7,0,"31,404","126,014",,
203,中山區,21臨時電力　　　　　　　,＊,136,"5,560","194,520",,
203,中山區,22臨時用電小計　　　　　,**,136,"36,964","320,534",,
203,中山區,23總計（含臨時用電）　　,**,"22,868","15,594,540","135,736,167",,
203,中山區,24表燈合計　　　　　　　,**,"1,255","11,922,035","89,096,749",,
203,中山區,25綜合＆電力合計　　　　,**,"21,613","3,672,505","46,639,418",,
204,安樂區,1表燈非營業用　　　　,"37,839",136,"18,584,521","136,361,752",,
204,安樂區,2表燈營業用　　　　　　,"1,339","2,593","2,827,496","23,140,729",,
204,安樂區,3表燈小計　　　　　　　,**,"2,729","21,412,017","159,502,481",,
204,安樂區,4低壓綜合裝置非營業用　,＊,0,0,0,,
204,安樂區,5低壓綜合需量非營業用　,232,"6,345","851,551","10,901,073",,
204,安樂區,6低壓綜合非營業用電小計,**,"6,345","851,551","10,901,073",,
204,安樂區,7低壓綜合裝置營業用　　,＊,0,0,0,,
204,安樂區,8低壓綜合需量營業用　　,74,"3,410","977,580","12,873,183",,
204,安樂區,9低壓綜合營業用電小計　,**,"3,410","977,580","12,873,183",,
204,安樂區,10低壓綜合用電小計　　　,**,"9,755","1,829,131","23,774,256",,
204,安樂區,11低壓裝置電力　　　　　,8,60,"18,962","185,351",,
204,安樂區,12低壓需量電力　　　　　,57,"3,096","535,584","6,642,243",,
204,安樂區,13低壓電力小計　　　　　,**,"3,156","554,546","6,827,594",,
204,安樂區,14高壓電力　　　　　　　,52,"26,938","8,727,377","108,364,929",,
204,安樂區,15特高壓電力　　　　　　,＊,0,0,0,,
204,安樂區,16高＆特高壓電力小計　　,**,"26,938","8,727,377","108,364,929",,
204,安樂區,17電力小計　　　　　　　,**,"30,094","9,281,923","115,192,523",,
204,安樂區,18綜合＆電力小計　　　　,**,"39,849","11,111,054","138,966,779",,
204,安樂區,19電燈＆綜合＆電力小計　,**,"42,578","32,523,071","298,469,260",,
204,安樂區,20臨時電燈　　　　　　　,15,0,"19,297","113,280",,
204,安樂區,21臨時電力　　　　　　　,＊,884,"290,392","4,049,497",,
204,安樂區,22臨時用電小計　　　　　,**,884,"309,689","4,162,777",,
204,安樂區,23總計（含臨時用電）　　,**,"42,578","32,832,760","302,632,037",,
204,安樂區,24表燈合計　　　　　　　,**,"2,729","21,431,314","159,615,761",,
204,安樂區,25綜合＆電力合計　　　　,**,"39,849","11,401,446","143,016,276",,
205,暖暖區,1表燈非營業用　　　　,"18,545",50,"4,359,935","62,336,639",,
205,暖暖區,2表燈營業用　　　　　　,737,"1,288","875,746","11,560,688",,
205,暖暖區,3表燈小計　　　　　　　,**,"1,338","5,235,681","73,897,327",,
205,暖暖區,4低壓綜合裝置非營業用　,＊,0,0,0,,
205,暖暖區,5低壓綜合需量非營業用　,138,"3,442","466,430","6,332,347",,
205,暖暖區,6低壓綜合非營業用電小計,**,"3,442","466,430","6,332,347",,
205,暖暖區,7低壓綜合裝置營業用　　,＊,0,0,0,,
205,暖暖區,8低壓綜合需量營業用　　,27,793,"260,511","3,340,662",,
205,暖暖區,9低壓綜合營業用電小計　,**,793,"260,511","3,340,662",,
205,暖暖區,10低壓綜合用電小計　　　,**,"4,235","726,941","9,673,009",,
205,暖暖區,11低壓裝置電力　　　　　,＊,54,"8,060","101,019",,
205,暖暖區,12低壓需量電力　　　　　,12,711,"196,672","2,512,891",,
205,暖暖區,13低壓電力小計　　　　　,**,765,"204,732","2,613,910",,
205,暖暖區,14高壓電力　　　　　　　,14,"4,093","905,460","13,012,153",,
205,暖暖區,15特高壓電力　　　　　　,＊,0,0,0,,
205,暖暖區,16高＆特高壓電力小計　　,**,"4,093","905,460","13,012,153",,
205,暖暖區,17電力小計　　　　　　　,**,"4,858","1,110,192","15,626,063",,
205,暖暖區,18綜合＆電力小計　　　　,**,"9,093","1,837,133","25,299,072",,
205,暖暖區,19電燈＆綜合＆電力小計　,**,"10,431","7,072,814","99,196,399",,
205,暖暖區,20臨時電燈　　　　　　　,7,0,0,"76,639",,
205,暖暖區,21臨時電力　　　　　　　,＊,271,"23,640","251,880",,
205,暖暖區,22臨時用電小計　　　　　,**,271,"23,640","328,519",,
205,暖暖區,23總計（含臨時用電）　　,**,"10,431","7,096,454","99,524,918",,
205,暖暖區,24表燈合計　　　　　　　,**,"1,338","5,235,681","73,973,966",,
205,暖暖區,25綜合＆電力合計　　　　,**,"9,093","1,860,773","25,550,952",,
206,七堵區,1表燈非營業用　　　　,"25,211",149,"6,997,019","91,298,135",,
206,七堵區,2表燈營業用　　　　　　,"1,704","2,021","2,405,077","27,081,444",,
206,七堵區,3表燈小計　　　　　　　,**,"2,170","9,402,096","118,379,579",,
206,七堵區,4低壓綜合裝置非營業用　,＊,0,0,0,,
206,七堵區,5低壓綜合需量非營業用　,130,"5,022","717,554","9,462,542",,
206,七堵區,6低壓綜合非營業用電小計,**,"5,022","717,554","9,462,542",,
206,七堵區,7低壓綜合裝置營業用　　,＊,0,0,0,,
206,七堵區,8低壓綜合需量營業用　　,63,"2,380","595,085","7,707,487",,
206,七堵區,9低壓綜合營業用電小計　,**,"2,380","595,085","7,707,487",,
206,七堵區,10低壓綜合用電小計　　　,**,"7,402","1,312,639","17,170,029",,
206,七堵區,11低壓裝置電力　　　　　,6,46,"4,288","61,162",,
206,七堵區,12低壓需量電力　　　　　,77,"6,439","1,809,191","19,903,326",,
206,七堵區,13低壓電力小計　　　　　,**,"6,485","1,813,479","19,964,488",,
206,七堵區,14高壓電力　　　　　　　,54,"28,517","8,778,780","108,202,233",,
206,七堵區,15特高壓電力　　　　　　,＊,"1,130","394,800","4,889,250",,
206,七堵區,16高＆特高壓電力小計　　,**,"29,647","9,173,580","113,091,483",,
206,七堵區,17電力小計　　　　　　　,**,"36,132","10,987,059","133,055,971",,
206,七堵區,18綜合＆電力小計　　　　,**,"43,534","12,299,698","150,226,000",,
206,七堵區,19電燈＆綜合＆電力小計　,**,"45,704","21,701,794","268,605,579",,
206,七堵區,20臨時電燈　　　　　　　,15,0,"8,606","129,442",,
206,七堵區,21臨時電力　　　　　　　,6,242,"4,363","420,584",,
206,七堵區,22臨時用電小計　　　　　,**,242,"12,969","550,026",,
206,七堵區,23總計（含臨時用電）　　,**,"45,704","21,714,763","269,155,605",,
206,七堵區,24表燈合計　　　　　　　,**,"2,170","9,410,702","118,509,021",,
206,七堵區,25綜合＆電力合計　　　　,**,"43,534","12,304,061","150,646,584",,
207,萬里,1表燈非營業用　　　　,"10,239",342,"1,816,912","29,996,518",,
207,萬里,2表燈營業用　　　　　　,592,"1,702","802,675","11,840,544",,
207,萬里,3表燈小計　　　　　　　,**,"2,044","2,619,587","41,837,062",,
207,萬里,4低壓綜合裝置非營業用　,＊,0,0,0,,
207,萬里,5低壓綜合需量非營業用　,32,"1,585","280,173","3,948,755",,
207,萬里,6低壓綜合非營業用電小計,**,"1,585","280,173","3,948,755",,
207,萬里,7低壓綜合裝置營業用　　,＊,0,0,0,,
207,萬里,8低壓綜合需量營業用　　,20,963,"194,249","2,291,086",,
207,萬里,9低壓綜合營業用電小計　,**,963,"194,249","2,291,086",,
207,萬里,10低壓綜合用電小計　　　,**,"2,548","474,422","6,239,841",,
207,萬里,11低壓裝置電力　　　　　,10,139,"23,288","342,142",,
207,萬里,12低壓需量電力　　　　　,19,496,"63,542","692,065",,
207,萬里,13低壓電力小計　　　　　,**,635,"86,830","1,034,207",,
207,萬里,14高壓電力　　　　　　　,22,"13,608","2,511,309","34,072,463",,
207,萬里,15特高壓電力　　　　　　,＊,0,0,0,,
207,萬里,16高＆特高壓電力小計　　,**,"13,608","2,511,309","34,072,463",,
207,萬里,17電力小計　　　　　　　,**,"14,243","2,598,139","35,106,670",,
207,萬里,18綜合＆電力小計　　　　,**,"16,791","3,072,561","41,346,511",,
207,萬里,19電燈＆綜合＆電力小計　,**,"18,835","5,692,148","83,183,573",,
207,萬里,20臨時電燈　　　　　　　,6,0,"18,052","99,798",,
207,萬里,21臨時電力　　　　　　　,＊,0,0,0,,
207,萬里,22臨時用電小計　　　　　,**,0,"18,052","99,798",,
207,萬里,23總計（含臨時用電）　　,**,"18,835","5,710,200","83,283,371",,
207,萬里,24表燈合計　　　　　　　,**,"2,044","2,637,639","41,936,860",,
207,萬里,25綜合＆電力合計　　　　,**,"16,791","3,072,561","41,346,511",,
208,金山,1表燈非營業用　　　　,"10,169",164,"2,788,583","33,518,920",,
208,金山,2表燈營業用　　　　　　,751,931,"749,176","12,387,049",,
208,金山,3表燈小計　　　　　　　,**,"1,095","3,537,759","45,905,969",,
208,金山,4低壓綜合裝置非營業用　,＊,0,0,0,,
208,金山,5低壓綜合需量非營業用　,19,950,"96,708","1,316,246",,
208,金山,6低壓綜合非營業用電小計,**,950,"96,708","1,316,246",,
208,金山,7低壓綜合裝置營業用　　,＊,0,0,0,,
208,金山,8低壓綜合需量營業用　　,26,"1,773","408,479","5,428,010",,
208,金山,9低壓綜合營業用電小計　,**,"1,773","408,479","5,428,010",,
208,金山,10低壓綜合用電小計　　　,**,"2,723","505,187","6,744,256",,
208,金山,11低壓裝置電力　　　　　,29,428,"27,664","399,463",,
208,金山,12低壓需量電力　　　　　,20,768,"89,736","1,098,521",,
208,金山,13低壓電力小計　　　　　,**,"1,196","117,400","1,497,984",,
208,金山,14高壓電力　　　　　　　,14,"9,140","2,147,040","26,310,280",,
208,金山,15特高壓電力　　　　　　,＊,0,0,0,,
208,金山,16高＆特高壓電力小計　　,**,"9,140","2,147,040","26,310,280",,
208,金山,17電力小計　　　　　　　,**,"10,336","2,264,440","27,808,264",,
208,金山,18綜合＆電力小計　　　　,**,"13,059","2,769,627","34,552,520",,
208,金山,19電燈＆綜合＆電力小計　,**,"14,154","6,307,386","80,458,489",,
208,金山,20臨時電燈　　　　　　　,8,0,"4,023","60,588",,
208,金山,21臨時電力　　　　　　　,＊,208,"26,577","225,242",,
